ID,Name,Initial,Description,Comment,Source
25766,*busa₁,b,"foam, suds","Also [Mentawai](LanguageTable#cldf:335) _but_ ‘foam; to foam’, [Manggarai](LanguageTable#cldf:816) _wusa_ ‘foam; to foam’, [Tetun](LanguageTable#cldf:1060) _furi-n_, [Lau](LanguageTable#cldf:313) _furafura_ ‘to spring up, of water; boil’, ['Āre'āre](LanguageTable#cldf:18004) _puepue_ ‘foam, lather’, [Woleaian](LanguageTable#cldf:443) _burobur(o)_ ‘bubbles, foam, froth’.",
27156,*busa₃,b,container for solid objects; package,Possibly a product of convergence.,
25764,*busaw,b,glutton,,
25765,*busay,b,drive animals away,,
25767,*busbus,b,"leak, spill through, stream out from a hole in a container","Also [Iban](LanguageTable#cldf:276) _bumbus_ ‘holed, pierced (as a shoe by a nail)’, [Sangir](LanguageTable#cldf:402) _bowoseʔ_ ‘pour out’; [Mongondow](LanguageTable#cldf:245) _b-or-ubut_ ‘diarrhoea’.",
25769,*buseq,b,"foam, bubbles",,
25772,*bus(e)qák,b,to split apart (of wood),,
25771,*busiq,b,"split, rip open",Also [Tanga](LanguageTable#cldf:425) _fus_ ‘burst open and break up’.,
25770,*busiqsiq,b,split open,,
25778,*busuáŋ,b,strong free flow of water,,
25773,*busuk,b,"decayed, rotten, putrid; stinking","Also [Balinese](LanguageTable#cldf:235) _bosrok_ ‘rotted, mouldy, rotten’, [Rembong](LanguageTable#cldf:391) _busuk_ ‘malign someone's name’, [Selaru](LanguageTable#cldf:409) _busu_ ‘to stink’.  The semantic difference between &ast;_buRuk_ and &ast;_busuk_ remains unclear.  Although [PMP](LanguageTable#cldf:19081) &ast;_buRuk_ evidently referred in particular to the addling of eggs, and reflexes of &ast;_busuk_ are more often associated with malodorous rot, there is considerable overlap in the extension of these terms to various types of decay (as in wood), putrefaction (as of flesh), etc.  The available reflexes suggest that in addition to its literal referents &ast;_busuk_ also was applied to undesirable personal traits or to the maligning of reputations.",
25777,*busuŋ,b,be afflicted with a swollen abdomen as a result of violating customary law.,"The meaning of this term is discussed in [Blust (1981)](Source#cldf:blust1981).  Briefly, it is argued there that [PWMP](LanguageTable#cldf:19094) &ast;_busuŋ_ referred to the culturally-defined consequences of violating customary law, in particular to offenses against kin-based social hierarchy.  As is apparent from the reflexes cited here, it was believed that the offense would be supernaturally redressed through an affliction of the offender which appears in the form of abdominal swelling.  In Christianized societies such as that of the Cebuano Bisayan the traditional belief has been reinterpreted in terms of a personal God exacting retribution, but the available evidence for animistic societies suggests an antecedent stage in which the punishment was impersonal and automatic.  Reflexes in some languages, as [Malay](LanguageTable#cldf:326), suggest an inversion of cause and effect whereby sufferers of physical ailments which caused abdominal swelling were regarded as in some sense deserving of their condition.",blust1981
25774,*busuR₁,b,enemy,"Also [Siraya](LanguageTable#cldf:416) _vugog_ ‘enemy’, with medial reflex of &ast;_S_ rather than &ast;_s_. [Kankanaey](LanguageTable#cldf:289) _bóso_ exemplifies the recurrent but sporadic loss of earlier _l_ from any source.",
25775,*busuR₂,b,hunting bow,"Also [Malay](LanguageTable#cldf:326) _busar_, _busur_ ‘bow (of archer); bow (for cleaning cotton)’, [Acehnese](LanguageTable#cldf:225) _pusu_ ‘archer's bow’, [Manggarai](LanguageTable#cldf:816) _wusu_ ‘cotton bow; clean cotton with a cotton bow’ (loan from Javanese).  [PAn](LanguageTable#cldf:19072) &ast;_busuR_ appears to have meant only ‘hunting bow’.  While the same meaning persisted in [PMP](LanguageTable#cldf:19081), many reflexes of this form both in [WMP](LanguageTable#cldf:19094) and in [CMP](LanguageTable#cldf:19076) languages refer to a bow-shaped implement used to card cotton or kapok fibers.  Since _Gossypium_ species are adventitious to Southeast Asia, and presumably were introduced during the early stages of Indian contact in western Indonesia, it is unlikely that the use of &ast;_busuR_ for carding _Gossypium_ fibers has an antiquity of more than two millennia.  It is, however, possible that such an instrument was used earlier for carding the fibers of the indigenous kapok.  Phonologically irregular forms such a [Manggarai](LanguageTable#cldf:816) _wusu_ suggest that the practice of carding kapok fibers with a bow-like instrument may have spread from Indianized regions such as Java or the various Malay states of Sumatra and the Malay Peninsula.  If so, it is surprising that the association of a reflex of &ast;_busuR_ with the carding of kapok fibers is found among the geographically more remote mountain peoples of northern Luzon, whereas reflexes in the more accessible lowland areas often refer to a hunting bow (e.g. in [Tagalog](LanguageTable#cldf:423) and [Bikol](LanguageTable#cldf:244)).  Everything considered it seems safest to conclude that [PAn](LanguageTable#cldf:19072) &ast;_busuR_ referred exclusively to a hunting bow, but that by [PMP](LanguageTable#cldf:19081) or at least [PWMP](LanguageTable#cldf:19094) times this form had taken on the additional meaning of a bow-like instrument used to card the fiber of the silk-cotton, or kapok tree.",
25776,*busuR₃,b,satisfied from having eaten enough; satiated,,
25768,*buSuk,b,"drunkenness, intoxication",Also [Nias](LanguageTable#cldf:361) _a-buu_ ‘drunk’.,
33781,*buta,b,"hole, opening, vagina",Possibly a chance resemblance.,
30755,*buta buta₂,b,a tree: Excoecaria spp.,,
25779,*butak,b,mud,"Also [Ida'an Begak](LanguageTable#cldf:18943) _butaʔ_ ‘earth’. With root &ast;[-tak₁](cf.csv#cldf:Root-30091) ‘mud; earth, ground’.",
25780,*butakál,b,"male pig, boar",,
25781,*butandiŋ,b,whale?,,
25782,*butaq₁,b,fish sp.,,
25783,*butaq₂,b,tree with poisonous sap,,
25784,*butas₁,b,"to separate people, disperse a gathering",,
25785,*butas₂,b,"cut through, sever","With root &ast;[-tas](cf.csv#cldf:Root-30095) ‘cut through, sever; rip’.",
25786,*butbut₁,b,owl sp.,"Also [Kayan](LanguageTable#cldf:294) _manuk but_ ‘the crow pheasant: _Centropus sinensis_’, [Malay](LanguageTable#cldf:326) _butbut_ ‘coucal, crow-pheasant: _Centropus bengalensis_ and _Centropus eurycercus_, so called from the bird's note’, [Old Javanese](LanguageTable#cldf:660) _bubut_ ‘bird sp.  (variously: small owl, kind of cuckoo)’, [Manggarai](LanguageTable#cldf:816) _but_ ‘generic for several types of quail; kind of large quail: _Synoicus ypsilophorus pallidior_’, [Rembong](LanguageTable#cldf:391) _but_ ‘kind of large quail: _Synoicus ypsilophorus_’, [Sika](LanguageTable#cldf:414) _wut_ ‘kind of quail’.  The sources uniformly agree in describing a drably colored bird named from its hoot-like call (an Iban legend noted by Richards describes how the argus pheasant came to be brilliantly colored while the coucal was bequeathed a nondescript plumage of browns and blacks).  Although the referents vary, the recurrent references to a bird that produces a pulsing call, and the clear associations of the coucal with death in Borneo point to some type of owl as the most likely referent of &ast;_butbut_.",
33652,*butbut₃,b,"to make holes in sacks of rice, etc., as chickens or rats do",Also [Yami](LanguageTable#cldf:1131) _votovot_ ‘having a hole’.,
25787,*buteliR,b,wart; cyst; non-purulent skin eruption,"Also [Ilokano](LanguageTable#cldf:279) _bittíg_ ‘wart’, [Cebuano](LanguageTable#cldf:252) _butíg_ ‘small cyst-like skin eruptions’, [Malagasy](LanguageTable#cldf:18432) _botsi_ ‘a temporary small excrescence on the body’, [Sasak](LanguageTable#cldf:404) _butir_ ‘small pimple’.  It is noteworthy that [Bontok](LanguageTable#cldf:246) (northern Philippines) and [Bare'e](LanguageTable#cldf:236) (central Sulawesi) share a virtually identical cultural belief which attributes facial warts on children to grains of cooked rice which have been dropped on the skin while eating.  It is very likely therefore that such a belief was present in [PWMP](LanguageTable#cldf:19094).  Given this inference it is possible that [Malay](LanguageTable#cldf:326) _butir_ ‘grain; particle; numeral coefficient for small granular objects’ is a reflex of &ast;_buteliR_ ‘wart’ with semantic change, and that &ast;_butil_, &ast;_butir_ ‘grain, kernel’ are erroneous etyma which reflect a loan distribution.",
25790,*buteŋ,b,"short-tempered, hot-headed, quick to fight",,
25788,*butequl,b,"hard seed; burl, knot in wood",Also [Tagalog](LanguageTable#cldf:423) _butó_ ‘bone; seed’; _butuh-án_ ‘bony; seedy’; _ma-butó_ ‘bony; seedy’.,
25789,*butes,b,broken piece of rope or string,"With root &ast;[-tes](cf.csv#cldf:Root-30108) ‘tear, rip’.",
25806,*butí,b,smallpox; swine disease,"Also [Aklanon](LanguageTable#cldf:226) _butíʔ_ ‘disease causing swelling on skin or in eye: pemphigus; get a swelling of the skin or eye’, [Mongondow](LanguageTable#cldf:245) _busiʔ_ ‘pockmarks’.",
25791,*butik,b,"spotted, dappled, speckled","With root &ast;[-Cik](cf.csv#cldf:Root-29870) ‘mottled, spotted’.",
25792,*butikíq,b,"gecko, house lizard","For the universal semantic path leading from names of (generally small) round-bellied animals (mouse, lizard, young cow etc.) to terms for biceps or calf of the leg cf. [Brown and Witkowski (1981)](Source#cldf:brownandwitkowski1981).",brownandwitkowski1981
25793,*butil,b,"grain, kernel",,
25864,*bútil,b,"satiated, full (of the stomach)",,
25803,*butíq,b,"roasted rice, popped rice","Also [Ilokano](LanguageTable#cldf:279) _busí_ ‘popped, corn or _díket_ rice’.  It is often thrown into a pan of liquefied sugar, over the fire, and then generally formed into balls.  Although reflexes of this form apply as commonly to corn as to rice, the [PPh](LanguageTable#cldf:19083) term could only have applied to the latter referent.",
25794,*butiqes,b,calf of the leg,,
25795,*butir,b,"grain, kernel","Also [Malay](LanguageTable#cldf:326) _butéh_, _butiŋ_ ‘grain, particle; numeral coefficient for small granular objects’.  Possibly a product of borrowing from Malay. [Dempwolff (1934-38)](Source#cldf:dempwolff193438) included reflexes of this term with reflexes of &ast;_buteliR_ ‘wart’ under a single etymon &ast;_butir_ ‘grain’.",dempwolff193438
25796,*butiti,b,"puffer fish, globe fish: Tetrodon lunaris","Also [Pangasinan](LanguageTable#cldf:920) _botéte_ ‘kind of fish similar to the _sapsap_ (edible fish with flat, round body)’, [Bare'e](LanguageTable#cldf:236) _wutii_ ‘swollen, of the stomach’. [PMP](LanguageTable#cldf:19081) &ast;_taRutuŋ_ ‘pufferfish: _Diodon_ sp.’ evidently persisted in [PWMP](LanguageTable#cldf:19094) in its ichthyological sense (although it subsequently came to refer to the porcupine in Borneo and the durian in Sumatra).  If so, &ast;_butiti_ presumably referred to some terminologically distinguished subset of similar fishes.  For a third cognate set of closely related meaning cp. [PWMP](LanguageTable#cldf:19094) &ast;_utik_.",
25804,*butítiq,b,have an inflated abdomen,,
27157,*buto,b,navel,"Also [Lau](LanguageTable#cldf:313) _buta_ ‘navel’, [Samoan](LanguageTable#cldf:401) _pute_ ‘navel’, [Tuvaluan](LanguageTable#cldf:19417) _pute_ ‘navel cord’.",
25801,*butu₂,b,"group, crowd, flock, school, bunch, cluster","Also [Makassarese](LanguageTable#cldf:325) _butuŋ_ ‘bunch of fruits that grow in a tight cluster, as langsat, grapes, or even mangos’.",
25845,*bu(n)tu,b,bloated,,
25797,*butuk,b,"knock, pound, beat","Also [Gedaged](LanguageTable#cldf:269) _budu_ ‘klop! the sound made by a hard object (such as a coconut) striking the ground; thump’, [Molima](LanguageTable#cldf:18975) _butu-na_ ‘its sound’; _butu-butu_ ‘noisily’, [Kilivila](LanguageTable#cldf:19026) _butula_ ‘noise, sound; noisy’.  With root &ast;[-Cuk](cf.csv#cldf:Root-29871)) ‘knock, pound, beat’.",
25798,*butul,b,"averse, unwilling; reluctant",,
25799,*butun,b,a shore tree: Barringtonia spp.,"Also [Malagasy](LanguageTable#cldf:18432) _bontona_ ‘a species of baobab tree: _Adansonia madagascariensis B._’, [Palauan](LanguageTable#cldf:372) _bdúul_ ‘Barringtonia tree: _Barringtonia asiatica_’, [Tolai](LanguageTable#cldf:19416) _vutun_ ‘species of tree: _Barringtonia speciosa_’. _Barringtonia_ is a common genus of shore trees throughout island Southeast Asia and the Pacific.  Together with the stupefying toxin of the _Derris elliptica_ the immobilizing toxin of the _Barringtonia_ formed one of two chemical agents extracted from plants which served to facilitate the capture of fish.  Distributional evidence suggests that this practice dates from at least [PMP](LanguageTable#cldf:19081) times, as it is found in association with a reflex of &ast;_butun_ among speakers of both [WMP](LanguageTable#cldf:19094) and [OC](LanguageTable#cldf:19082) languages.  [PMP](LanguageTable#cldf:19081) &ast;_butun_ presumably designated all species, although in the available reflexes it is particularly associated with _Barringtonia asiatica_ and _Barringtonia speciosa_.",
25802,*butuŋ,b,a shore tree: Barringtonia spp.,"Also [Tontemboan](LanguageTable#cldf:19052) _wiʔtuŋ_ ‘a tree: _Barringtonia speciosa_’, [Bare'e](LanguageTable#cldf:236) _butuŋi_ ‘a tree: _Barringtonia speciosa_’.  [Chamorro](LanguageTable#cldf:573) _puteŋ_ shows sporadic fronting of the second back vowel, attested also in a handful of other forms ([Blust 1970](Source#cldf:blust1970)).",blust1970
25800,*butus,b,"snap, break, as a rope under tension",With root &ast;[-tus](cf.csv#cldf:Root-30121) ‘break under tension’.,
25805,*butúy,b,"swollen, of the flesh",,
25807,*buu₁,b,to blow,,
25808,*buu₂,b,conch shell trumpet,,
25809,*buu₃,b,"corner, edge, point",,
25810,*buu₄,b,a cough; to cough,"Also [Rotinese](LanguageTable#cldf:395) _boʔo_ ‘to cough’, [Buli](LanguageTable#cldf:249) _pupup_ ‘cough; to cough’, [Motu](LanguageTable#cldf:345) _hua_ ‘cough’.",
25811,*buuŋ,b,buzzing or humming sound,"Possibly connected with (6) &ast;_buu_ ‘conch shell trumpet’.  If so, the [Buli](LanguageTable#cldf:249) form shows unexplained loss of the final nasal, and [Mota](LanguageTable#cldf:344) _hu_, [Molima](LanguageTable#cldf:18975) _puu_ disagree with other [Oceanic](LanguageTable#cldf:19082) witnesses in pointing to an oral grade initial consonant.",
25812,*buya,b,"look at, watch (as a performance)",,
25813,*buyaŋ,b,bark cloth?,"Also [Manggarai](LanguageTable#cldf:816) _bujaŋ_ ‘wrapping paper’.  Although there is every reason to believe that the manufacture of bark cloth is very old in the Austronesian world, the linguistic evidence in support of this inference is exasperatingly thin.  The present term is confined almost exclusively to Sulawesi where, unlike most areas in island Southeast Asia, the tradition of bark cloth manufacture continued well into historical times.  [Manggarai](LanguageTable#cldf:816) _bujaŋ_ clearly is a [Makassarese](LanguageTable#cldf:325) loanword, and if the [Cebuano](LanguageTable#cldf:252) term is dismissed on semantic grounds the remaining comparison would most plausibly be treated as a loan distribution.",
25814,*buybuy,b,silk cotton tree: Ceiba pentandra Linn.,,
33428,*buybúy,b,divulge secrets; recant,,
25815,*buyequŋ,b,"paunchy, big-bellied","Also [Tagalog](LanguageTable#cldf:423) _buyón_ ‘belly, paunch’; _búyun-in_ ‘pot-bellied, paunchy’, [Aklanon](LanguageTable#cldf:226) _búyʔon_ ‘bloated stomach, ‘pot’, ‘beer belly"", [Cebuano](LanguageTable#cldf:252) _buyʔún_ ‘fat on the stomach (as of a pig)’.",
25816,*buyug,b,bumblebee,,
25817,*buyuk,b,"cheat, deceive","Also [Tagalog](LanguageTable#cldf:423) _buyó_ ‘induced, seduced’, [Cebuano](LanguageTable#cldf:252) _buyú_, _buyúʔ_ ‘win over, entice someone to do something’.",
25820,*buyúk,b,"rotten, stinking","Also [Mongondow](LanguageTable#cldf:245) _buruk_ ‘rotten, stinking’.",
25819,*buyuŋ,b,bumblebee,"Also [Itawis](LanguageTable#cldf:648) _ara-biyoŋ-en_ ‘bumblebee’, [Ifugaw](LanguageTable#cldf:636) _babayoŋ_ ‘thick black bees’ ([Lambrecht 1978](Source#cldf:lambrecht1978)), ‘bumblebee’ ([McFarland 1977](Source#cldf:mcfarland1977)), [Ilokano](LanguageTable#cldf:279) _alim-bu-buyog_ ‘bumblebee’. Although the free morpheme _buyuŋ_ must be abstracted from longer, partially unrelated forms in every case cited here, there is no reason to doubt the cognation of the inferred free morpheme.  All of the forms cited except [Proto-Sangiric](LanguageTable#cldf:19089) &ast;_boyoŋ-boyoŋ_ appear to contain some variant of the &ast;_qali_, &ast;_kali-_ prefix, often attached to the names of creepy-crawly creatures that are not normally considered pests or parasites (e.g. lice, intestinal worms), or associated with the house (e.g. houseflies, mosquitoes).",lambrecht1978;mcfarland1977
25818,*buyuq,b,"leaf of a vine chewed with betel nut, betel pepper: Piper betle","The Bornean members of this set ([Tarakan](LanguageTable#cldf:1052), [Belait](LanguageTable#cldf:527), and [Tabun](LanguageTable#cldf:1033)) are taken from [Ray (1913)](Source#cldf:ray1913).  The orthography of his source does not indicate glottal stop, which is assumed to be present in all three forms.",ray1913
25821,*buzuk,b,"fish sp., possibly murrel","Also [Malay](LanguageTable#cldf:326) _ikan bucok_ ‘a murrel, _Ophiocephalus_ sp.’, [Simalur](LanguageTable#cldf:415) _buʔdux_ ‘fish sp.’.",
25853,*buʔu,b,conical bamboo basket trap for fish,,
25852,*buʔut,b,coconut husk,,
27534,*bwala,b,"shell, peeling, skin",,
27535,*bwara,b,"shell, peeling, skin",,
27536,*bweka,b,"fruit bat, flying fox","Also [Wayan](LanguageTable#cldf:19060) _bekʷa_ ‘fruit bat, flying fox’.",
30721,*bwisi,b,finger (?),Possibly a chance resemblance.,
33793,*cabaŋ,c,"bifurcation, forking","Possibly identical to [PMP](LanguageTable#cldf:19081) &ast;_sabaŋ_ ‘estuary, shore near the mouth of a river’ (cp. [Bikol](LanguageTable#cldf:244) _sábaŋ_ ‘the mouth of a river; the modern meaning has been widened to  include: conjunction (as of two rivers), crossing, crossroads, fork, intersection, junction (of railroad tracks, streets, rivers)’.  [Dempwolff  (1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_cabaŋ_ ‘bifurcation’ (_Gabelung_).",dempwolff193438
31384,*cabut,c,pull out with force,"Also [Old Javanese](LanguageTable#cldf:660) _pa-ñabud_ ‘a means or instrument to pull out (to kill)’, [Javanese](LanguageTable#cldf:285) _ñabud_ ‘to pull out; revoke, suspend’, _di-cabud_ ‘be pulled out, be revoked, suspended’, _ñabud_ ‘to pull out, draw (as in pulling teeth, or hairs from the beard with tweezers)’; _ñabud ñawa_ ‘to kill, murder’; _di-jabud_ ‘be pulled out’.  With root [&ast;-buC](cf.csv#cldf:Root-29851) ‘to weed, pluck, pull out’.",
31407,*caciŋ,c,kind of worm,,
30444,*cakaq,c,"oppose, dispute with",,
31502,*cakep,c,"close, shut",With root [&ast;-kep₁](cf.csv#cldf:Root-29927) ‘cover; fold over’.,
25890,*ca(ŋ)ket,c,"sticky, stick to","With root [PAn](LanguageTable#cldf:19072) &ast;[-keC](cf.csv#cldf:Root-29917), [PMP](LanguageTable#cldf:19081) &ast;_-ket_ ‘adhesive, sticky’.",
25872,*calapaʔ,c,betel nut case,"Also [Malay](LanguageTable#cldf:326) (Perak, Kedah) _celepa_.  [Mills (1975:814)](Source#cldf:mills1975) proposes [PAn](LanguageTable#cldf:19072) ?&ast;_salɨ(m)pa_  ‘container’, but the [Oceanic](LanguageTable#cldf:19082) members of his comparison ([Tongan](LanguageTable#cldf:434) _hofa ŋahau_ ‘quiver for arrows’, [Fijian](LanguageTable#cldf:266) _soba_ ‘banana blossom’) are of doubtful cognation.  This cognate set probably acquired much of its attested distribution as a result of borrowing from [Malay](LanguageTable#cldf:326).",mills1975[814]
30018,*candur,c,rice variety (?),Possibly a chance resemblance.,
25888,*ca(m)pak,c,to smack,"Also [Buruese](LanguageTable#cldf:251) _sepak_ ‘stomp’. With root [&ast;-pak₁](cf.csv#cldf:Root-30036) ‘slap, clap’.",
25889,*ca(R)pit,c,"pincers, tongs","With root &ast;[-pit](cf.csv#cldf:Root-30054)) ‘press, squeeze together; narrow’.  &ast;_s_ before any vowel other than &ast;_i_ normally became [Isneg](LanguageTable#cldf:647) _t_.  Its retention in this and a small number of other forms is unexplained.",
30220,*cawi,c,small bird with shiny black plumage: drongo,Also [Casiguran Dumagat](LanguageTable#cldf:569) _sawe_ ‘black and white chicken hawk’.,
32580,*ceguk,c,hiccough,With root [&ast;-guk](cf.csv#cldf:Root-29894) ‘deep throaty sound’.,
25896,*cekas,c,"quick, swift","With root &ast;[-kas₃](cf.csv#cldf:Root-29913) ‘swift, agile; energetic’.",
30707,*cekcek,c,"gecko, house lizard","Also [Old Javanese](LanguageTable#cldf:660) _cecak_ ‘house-lizard’, [Javanese](LanguageTable#cldf:285) _cecak_ ‘small lizard commonly found on interior house walls’, [Balinese](LanguageTable#cldf:235) _cecak_ ‘lizard, gecko’.  &ast;_cekcek_ and its doublets &ast;_cikcek_ and &ast;_tektek_ appear to be onomatopoetic forms imitating the staccato clicking sound made by the gecko as it hangs from the wall or ceiling of a house.",
25898,*cekel,c,"choke, strangle","Also [Paiwan](LanguageTable#cldf:370) _zekel_ ‘something stuck in the throat’, _ma-zekel_ ‘have something stuck in the throat’.  Replaces &ast;_cek[ae]l_ ‘strangle’ ([Blust 1970](Source#cldf:blust1970)), for which [Oceanic](LanguageTable#cldf:19082) cognates were not cited.",blust1970
25899,*cekep,c,"seize, grasp","With root &ast;[-kep₂](cf.csv#cldf:Root-29928) ‘seize, grasp, embrace’.",
32282,*cekig,c,constriction around neck,,
32098,*cekuk,c,"choke, gag","With root [&ast;-kuk₂](cf.csv#cldf:Root-29944) ‘sound of a sob, cackle, etc.’.",
25902,*celeb,c,"sink, submerge","With root &ast;[-leb](cf.csv#cldf:Root-29964) ‘sink, disappear’.",
25903,*celep,c,"soak, steep in water","Also [Malay](LanguageTable#cldf:326) _celup_ ‘steep, soak, dye’, [Balinese](LanguageTable#cldf:235) _celeb_ ‘dip in water, baptize’.",
25904,*celuk,c,"curved area; corner, angle","With root &ast;[-luk](cf.csv#cldf:Root-29979)) ‘bend, curve’.",
25913,*ceñeb,c,"immerse, submerge","With root &ast;_-ñeb_ ‘dive, submerge’.",
25912,*ceŋap,c,seize in the mouth or beak,"With root &ast;[-ŋap](cf.csv#cldf:Root-30014) ‘open, of the mouth’.",
25914,*ceŋis,c,stench,,
25907,*cep(e)qak,c,"crack, split, break; sound of cracking, splitting, breaking","With root &ast;[-pak₁](cf.csv#cldf:Root-30036)) ‘clap, slap; split, break’.  Possibly equivalent to [PPh](LanguageTable#cldf:19083) &ast;_sep(q)ak_ ‘cut; piece; chip’ ([Zorc n.d.:93](bib-Zorc)).",
25906,*cepuk,c,dull sound,"With root &ast;[-puk₁](cf.csv#cldf:Root-30055) ‘thud, clap, break’.",
25909,*ceray,c,"part, separate, divide",,
25910,*cerik,c,"shrill, of the voice",Also [Malay](LanguageTable#cldf:326) _serék_ ‘cracking sound’.,
25915,*ce(R)neb,c,"dive, immerse","With root &ast;_-neb_ ‘dive; sink, disappear under water’.",
31017,*ciak,c,"twitter, call out (bird)",,
31018,*ciap,c,"chirp, peep",,
31020,*cibit,c,"hook on, catch with hook","With root [&ast;-bit₁](cf.csv#cldf:Root-29848) ‘hook, clasp’.",
32567,*ciderit,c,diarrhoea,,
25927,*ci(n)duŋ,c,shelter,"With root &ast;[-duŋ](cf.csv#cldf:Root-29882) ‘shelter, protect’.",
25921,*cik,c,sound used to shoo away domestic animals,,
30708,*cikcek,c,"gecko, house lizard",,
25919,*cikep,c,catch with the hands,"[Dempwolff (1934-38)](Source#cldf:dempwolff193438) reconstructed &ast;_sikep_ ‘narrow’, but his cognate set is suspect, and his reconstructed gloss almost certainly in error.  With root [ &ast;-kep₁](cf.csv#cldf:Root-29927) ‘cover; fold over’.",dempwolff193438
25928,*ci(ŋ)kuk,c,"bent, curved","With root &ast;[-kuk₁](cf.csv#cldf:Root-29943) ‘bent, crooked’.",
25922,*cilak,c,"to shine, of heavenly bodies",,
25926,*ciŋaŋ,c,"gape, open the mouth",With root &ast;[-ŋaŋ](cf.csv#cldf:Root-30013) ‘amazed; gaping’.,
25924,*ciŋap,c,catch one's breath,"With root &ast;[-ŋap](cf.csv#cldf:Root-30014) ‘open, of the mouth’.",
31031,*cirit,c,"to squirt, of liquids; diarrhoea","Also [Malay](LanguageTable#cldf:326) _cerek_ diarrhoea, daun _sə-cerek_ ‘plant used in the treatment of diarrhoea’.",
33794,*citcit,c,to attract someone’s attention by hissing,,
25929,*cubit,c,take with the fingers,"With root [-bit₁](cf.csv#cldf:Root-29848) ‘hook, clasp, grasp with fingers’.",
25932,*cukcuk,c,skewer,,
25950,*cu(ŋ)kup,c,"close, cover",In [Blust (1983-1984)](Source#cldf:blust198384) [Kankanaey](LanguageTable#cldf:289) _súkup_ was erroneously cited as _súkub_ and assigned to &ast;_cu(ŋ)kub_ or &ast;_su(ŋ)kub_.,blust198384
25947,*cu(l)cul,c,insert,,
30445,*culcul,c,"set alight, apply fire to",,
25948,*cuŋ(e)qab,c,"gasp, pant",,
25949,*cuŋkub,c,cover with a hollow container; shelter over a grave,"Also [Kankanaey](LanguageTable#cldf:289) _súkub_ ‘shutter, cover (of baskets)’ [Cebuano](LanguageTable#cldf:252) _sakab_ ‘kind of fishing trap of shallow waters put directly over the fish to be trapped’.",
25937,*cupcup,c,"sip, suck",,
25938,*cupit,c,narrow,"With root &ast;[-pit](cf.csv#cldf:Root-30054)) ‘press, squeeze together; narrow’.",
25941,*curik,c,"spotted, speckled","With root &ast;[-rik](cf.csv#cldf:Root-30067) ‘spot, freckle’.",
25943,*curit,c,"mark, line, dash",With root &ast;[-rit](cf.csv#cldf:Root-30071)) ‘scratch a line’.  Also [Malay (Jakarta)](LanguageTable#cldf:18430) _codét_ ‘distinguishing mark’.,
30019,*cutcut,c,suck noisily,,
25868,*CabCab,C,"clap, beat, hack","Also [Balinese](LanguageTable#cldf:235) _tebteb_ ‘stamp with the feet and move forward a little (in order to make crickets come out into the open, so that they can be caught)’. [Dempwolff (1934-38)](Source#cldf:dempwolff193438) posited &ast;_tabtab_ ‘knock, pound, beat’, but cited reflexes only from western Indonesia.",dempwolff193438
29953,*Cabu,C,to wrap,,
25869,*CaCaw,C,pupil of the eye,"Also [Hanunóo](LanguageTable#cldf:273) _alintawu_ (< _tawu_ ‘person’) ‘pupil of the eye’.  This item seems clearly to be a reduplication of &ast;_Cau_ ‘person, human being’, with a probable morphophonemic alternation of &ast;_-u_ and &ast;_-w_.  Semantic parallels are found in many other Austronesian languages, as with [Maranao](LanguageTable#cldf:331) _tao_ ‘person, people’, _tao a mata_ ‘pupil of the eye’, [Tiruray](LanguageTable#cldf:433) _etew_ ‘person, people’, _etew moto_ ‘pupil of the eye’, [Malay](LanguageTable#cldf:326) _oraŋ_ ‘person’, _oraŋ-oraŋ-an mata_ ‘image in the pupil of the eye’, [Tae'](LanguageTable#cldf:18947) _tau_ ‘person’, _mata tau_ ‘pupil of the eye’. For the relation between ‘pupil’ and ‘child’ as a semantic universal, cf. [Greenberg (1966:239)](bib-Greenberg).",
