ID,Gloss,Dempwolff_Etymology,Contribution_ID,Comment
30057,cashew,,Loan,"Evidently a loan, since the cashew is native to northeast Brazil, and must have been introduced into the Philippines during Spanish colonial rule."
30133,"casket, coffin",,Loan,Borrowing from __language__Tagalog__.
29562,cassava manioc,,Loan,"Borrowing from Malay.  Cassava presumably was introduced to Southeast Asia by the Portuguese, as it is indigenous to the Amazonian region.  Why the Malay name suggests a derivation from Bengal remains unclear. The manioc is an Amazonian plant, and presumably was brought to Asia by the Portuguese. The present comparison suggests that it first reached India, then Malaya before Malay merchants introduced it into the southern Philippines."
30148,cassowary,,Loan,"A much longer, but geographically more restricted version of this comparison was proposed by [Clark (2011:288)](Source#cldf:clark2011), who --- following earlier work by [Milke (1965)](Source#cldf:milke1965) posited __language__PCEMP__ &ast;_kasawari_ ‘cassowary’, __language__POc__ &ast;_kasuari_ ‘dwarf cassowary’.  However, the history of this term is unclear.  Austronesian speakers would not have encountered the cassowary until they reached New Guinea and the Bismarck archipelago, yet reflexes of this form are found far to the west of the Wallace Line, suggesting a later spread of the word through trade.  Even the Oceanic forms that Clark has assembled as support for his reconstruction are wildly irregular, suggesting an equally complex history of borrowing."
30051,castrated,,Loan,Borrowing from __language__Malay__.
30625,castrated₂,,Loan,"Borrowing of Spanish _capón_ ‘eunuch, gelding’."
29798,"Casuarina: tree sp., Casuarina equisetifolia",*eRu 'name of a tree',Loan,"[Dempwolff (1934-38)](Source#cldf:dempwolff193438) assigned these two forms to &ast;_eRu_ 'name of a tree'. However, __language__Malay__ _eru_ regularly reflects &ast;_aRuhu_ (q.v.), and __language__Toba Batak__ _oru_ clearly is a borrowing of the __language__Malay__ form with the normal phonological adjustment made in the assimilation of non-native words with shwa."
30310,"cat, Felis domesticus",,Loan,"It is unclear when domestic cats first reached insular Southeast Asia, and it is possible that this word originally referred to a native animal.  If so, however, the word has been transferred almost everywhere to the domestic cat, and it is clearly a loanword in at least __language__Tagalog__ and __language__Tetun__."
30149,catty (unit of weight for foodstuffs),,Loan,Borrowing from __language__Malay__.
30355,"caulking: mortar, caulking","*pijer ‘paste, solder’",Loan,"Also __language__Balinese__ _pijar_ ‘borax, solder’.  Borrowing from __language__Malay__. Based on the comparison of __language__Tagalog__, __language__Ngaju Dayak__, __language__Malay__, __language__Toba Batak__ and __language__Javanese__ [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;_pizer_ ‘paste, solder’."
29697,"cause: origin, cause, provided that",,Loan,"Borrowing, ultimately from __language__Arabic__."
30494,"caustic soda: lye, caustic soda",,Loan,Borrowing of Spanish _lejia_ ‘lye’.
30085,ceiling of a house,,Loan,"Almost certainly a borrowing of Mexican Spanish _zaquisamé_ 'loft, upper floor', which itself may have originated in Arabic _saqf fi [as]samā’_ ‘roof in the sky’, with the meaning in Spanish of ‘attic’ or ‘a small room, not very clean, and disorderly’.  I am much indebted to Lyle Campbell for running this down for me over a period of two days, during which time the source became increasingly clearer as more information was collected."
30026,"celebrate: exult, celebrate (as a victory)","*surak ‘to exult, cheer, celebrate’",Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_surak_ ‘to exult, cheer, celebrate’, but the relationship of the __language__Tagalog__ and __language__Samoan__ forms to the others cited here is open to question, the __language__Malagasy__ form appears to reflect &ast;_kurak_, and the remaining forms could be products of borrowing from __language__Malay__."
29883,"ceremonially: defiled, ritually polluted, ceremonially unclean",*cemeD ‘impure’,Loan,"[Dempwolff](Source#cldf:dempwolff193438) reconstructed &ast;_cemeD_ ‘impure’, but there is little evidence for such a proto-form outside of __language__Malay__, __language__Javanese__ and languages that have borrowed from either or both of these.  The cognation of the __language__Toba Batak__ form with the others appears doubtful, and the proposed connection of the Oceanic forms to these is completely unconvincing, making this comparison partly attributable to borrowing and partly to chance.  The evidence for &ast;_-D_ was based entirely on the second __language__Javanese__ form, which contains an unexplained stem-internal _/r/_."
30229,certain,*te(n)tu ‘certain’,Loan,"The western Indonesian forms appear to be loanwords from __language__Malay__ or __language__Javanese__, and the resemblance of the __language__Tagalog__ word to these is best attributed to chance.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ _&ast;te(n)tu_ ‘certain’ (_sicherlich_)."
29563,chair,,Loan,Borrowing from __language__Spanish__.
30217,chair: sedan chair,*tanDu ‘sedan chair’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tanDu_ ‘sedan chair’ (_Tragstuhl_).
30606,chalk,,Loan,From Spanish _tiza_ ‘chalk.
29564,change,,Loan,"A relatively late innovation in western Indonesia, with some subsequent dispersal through borrowing from __language__Malay__."
30702,change (small money),,Loan,"Probably a __language__Tagalog__ loan in _Ayta Abellen_.  The __language__Tagalog__ word is said to be a Chinese loan, although a source is yet to be identified."
29565,"character, conduct",,Loan,"The __language__Philippine__ forms, as well as __language__Toba Batak__, __language__Makassarese__ _paraŋe_ probably are borrowed from __language__Malay__. The remaining items are assumed to reflect a lexical innovation in __language__Proto-Malayic__ or one of its descendants."
29825,"charity: works of piety, charity",,Loan,"Borrowing, ultimately from __language__Arabic__."
29566,charm for invulnerability,,Loan,
29877,"charm: talisman, protective charm",,Loan,"Borrowing, ultimately from _Arabic_, but through the medium of __language__Malay__.  Ironically, __language__Kayan__ _gimet_ is described as part of a pagan practice, although it was acquired through contact with __language__Malay__, which is the source of Islam for all native peoples of Borneo."
29941,"chayote, Sechium edule",,Loan,"Also __language__Ifugaw (Batad)__ _dayūti_ ‘a chayote vine: _Sechium edule_; the young leaves are cooked as vegetable greens, and eaten as a side dish’.  This edible plant belonging to the gourd family is native to Mexico, and is one of many New World plants or cultural products that the Spanish introduced to the Philippines during their 350-year colonization of the archipelago."
29583,cheap: cotton cloth of cheap quality,,Loan,Borrowing from __language__Malay__.
30518,"cheap, easy",,Loan,"Based on the __language__Tagalog__, __language__Ngaju Dayak__, __language__Malagasy__, __language__Toba Batak__ and __language__Javanese__ forms given here, and __language__Malay__ _mudah_, [Dempwolff (1934-1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_mudaq_ ‘easy; cheap’.  However, under this reconstruction the following forms are irregular: __language__Tagalog__ _múra_ (expected &ast;&ast;_múraɁ_) __language__Malay__ _murah_ (expected _mudah_, which also occurs), and __language__Karo Batak__, __language__Sundanese__ _murah_ (expected &ast;&ast;_mudah_).  This is an extremely messy comparison that appears to have resulted mostly by borrowing one or the other variants in __language__Malay__, although the reasoning for the doubleting in __language__Malay__ itself remains unclear."
29571,checkered: cloth with checkered pattern,,Loan,Borrowing from __language__Malay__.
30547,checkers,,Loan,"From American Spanish _dama_ ‘game of draughts, game of checkers’."
29676,chest: medicine chest,,Loan,Borrowing from __language__Spanish__ (__language__Cebuano__) and __language__Portuguese__ (__language__Javanese__).
29827,child: youngest child,*buŋsu,Loan,Borrowing from __language__Malay__.
29835,child-in-law,,Loan,Borrowing from __language__Malay__.
30510,chili pepper,,Loan,From Spanish _chile_ ‘chili pepper’.
30489,"chinaware: porcelain, chinaware",,Loan,"Borrowing of Spanish _loza_ ‘china, porcelain; crockery’."
29567,Chinese,,Loan,Borrowing from __language__Malay__.
29568,Chinese,,Loan,"This is almost certainly a loan distribution, but if so it is puzzling that __language__Malay__ (the only western __language__Indonesian__ language which has a form with first-syllable //_i_//) apparently does not use the term to mean 'Chinese', and __language__Javanese__, which uses the term to mean 'Chinese', has only a form with first-syllable shwa."
30043,chisel,,Loan,"Also __language__Ibaloy__ _sinsil_ ‘chisel’.  From Spanish cincel ‘chisel (for stone and metal)’, with assimilation to the pattern of a reduplicated monosyllable."
29864,cicada,,Loan,"This is a problematic comparison, since the only regular source of __language__Pazeh__ _l_ is &ast;_N_, __language__Thao__ _l_ is found only in __language__Bunun__ loanwords, where it can reflect &ast;_l_ or &ast;_R_, and the only regular sources of __language__Kavalan__ _r_ are &ast;_l_, and less commonly, &ast;_R_ ([Li and Tsuchida 2006](Source#cldf:liandtsuchida2006)).  If we were to attempt a reconstruction the most likely shape would be &ast;_lalay_, which shows a regular development in __language__Kavalan__ _raray_, but irregularities in the other two languages, where we would also expect forms with _r_ rather than _l_.  There seems to be little alternative except to assume borrowing.  However, this is also problematic, since 1. the cicada is ubiquitous in Taiwan, its whining sound being omnipresent during the summer months wherever there is vegetation, and 2. __language__Kavalan__ is not presently in contact with either of the other languages, and probably never has been."
30421,citrus fruit,*limaw ‘citrus’,Loan,"Almost certainly a borrowing of Portuguese _limão_ ‘citrus fruit’.  [Dempwolff (1938)](Source#cldf:dempwolff193438) compared these with __language__Sa'a__ _moli_ ‘a wild orange’, __language__Fijian__ _moli_ ‘general name for spp. of citrus fruits’, and similar forms Polynesian languages which he assumed to show metathesis, and posited Uraustronesisch &ast;_limaw_ ‘citrus’ in what would appear now to be a spectacularly misguided etymology."
30497,"clarify, shed light on",,Loan,Presumably a Greater Central Philippine loanword in __language__Casiguran Dumagat__.
30353,"clever, intelligent",*pinte(rR) ‘clever’,Loan,"Borrowing from __language__Malay__. Based on data from __language__Ngaju Dayak__, __language__Malay__, __language__Toba Batak__ and __language__Javanese__, [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch _&ast;pinte(rR)_ ‘clever’."
29993,"close by, next to",*sanDiŋ ‘at hand; in addition to’,Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed this as &ast;_sanDiŋ_ ‘at hand; in addition to’, but given its limited distribution it is most plausibly treated as a borrowing from __language__Malay__."
29570,cloth used for shawl,,Loan,Borrowing from __language__Malay__.
29582,cloth: cotton cloth,,Loan,Borrowing from __language__Malay__.
30088,cloth: trade cloth (bright red),,Loan,Presumably borrowing from __language__Tagalog__.
30316,cloth: piece (of cloth...),,Loan,"From Spanish _pedazo_ ‘piece, fragment, bit’."
30393,cloth covering,"*lampin ‘covering, envelope’",Loan,"Borrowing from __language__Malay__. [Dempwolff](Source#cldf:dempwolff193438) also included __language__Fijian__ _labi_ ‘a small bundle of fish tied up in leaves, ready for cooking’, a word that shows no obvious relationship to those cited 
here.  Based on these three languages he posited Uraustronesisch &ast;_lampin_ ‘covering, envelope’ (_Hülle_)."
29852,clothing,,Loan,"This word shows phonological irregularities that make a reconstruction impossible.  It is clearly a loan distribution, although the pattern of diffusion is yet to be determined."
30333,clothing,"*pakay ‘to use; to dress up, put on clothing’",Loan,"This is a clear __language__Malay__ loanword in both of its common senses: ‘to use’ and ‘to wear/clothiing, adornment’.  [Dempwolff](Source#cldf:dempwolff193438) compared the __language__Ngaju Dayak__, __language__Malay__, __language__Toba Batak__ and __language__Javanese__ words given here with __language__Tagalog__ _pákay_ ‘mission; purpose; intention; aim’, and posited Urindonesisch &ast;pakay ‘to use; to dress up, put on clothing’.  However, the __language__Tagalog__ word does not appear to be related to the others, and the remaining forms do not justify a reconstruction. (_see_ ‘use, wear, dress up in finery’)"
29572,"clotted, coagulated",,Loan,"__language__Bintulu__, __language__Ngaju Dayak__  and __language__Karo Batak__ are assumed to be loans from __language__Malay__. The similarity of these __language__WMP__ forms to those in __language__CMP__ and __language__OC__ languages is attributed to chance."
29573,"clove, mace",,Loan,"Borrowing. The distribution of this item is consistent with the hypothesis, first suggested to me by James T. Collins, that the pre-European spice trade of Indonesia was mediated by Brunei Malays in a commercial arc that linked Brunei (and peninsular Malay ports) with the southern Philippines and northern Moluccas. The maintenance of such contacts on a regular basis would have required sailing along the western and northern coasts of Sabah, through the Sulu Archipelago to southern Mindanao, and from there to Sangir-Talaud and northern Sulawesi before reaching the northern Moluccas. Given this interpretation the otherwise puzzling occurrence of apparent Philippine loanwords in Buli of southern Halmahera can be placed within a coherent historical context. There can be little doubt that the same network served the propagation of Islam. 



Although some form of spice trade between eastern and western Indonesia (and points beyond) probably predated the arrival of Islam in island Southeast Asia by many centuries, there is little evidence for large-scale trade contacts with eastern Indonesia during the Indianization of western Indonesia (e.g. the Sriwijaya period). On present evidence, then, it appears most likely that a regular and systematic linkage of Moluccan clove and nutmeg suppliers with Bruneian or other Malay distributors developed in concert with the diffusion of Islam into Borneo, the southern Philippines and the northern Moluccas during the 14th and 15th centuries. If so, the Brunei of Pigafetta, with its lavish displays of wealth and rank, must have been a relatively nouveau-riche Islamic elaboration upon an older Indianized state in which the supporting trade base had only recently undergone a fundamental shift from a western Indonesian to an eastern Indonesian emphasis."
30714,"cock, rooster; male bird or chicken",,Loan,"Probably a __language__Bunun__ loan in __language__Thao__, although the _z_ : _l_ correspondence is unexpected ([Blust 1996](Source#cldf:blust1996))."
29853,cockroach,,Loan,"Two considerations make it likely that this is a loan distribution.  First, __language__PAn__ &ast;_Sipes_ can be reconstructed in the same meaning.  Second, the  __language__Bunun__  form comes from the southern dialect, which is directly in contact with  __language__Rukai__  territory."
29574,coconut residue,,Loan,Borrowing into __language__Gilbertese__ from a __language__Polynesian__ source.
29978,coconut cream,*sant(ae)n ‘coconut oil’,Loan,"Also __language__Old Javanese__ _santən_ ‘essence, quintessence; pollen, flower’; coconut milk (pressed from coconut meat); coconut, coconut palm (especially the ivory coconut); female breasts’, _santən_ ’like (the color of) _santən_; milky white, pale’, __language__Javanese__ _santen_ ‘coconut milk pressed from shredded coconut meat’, _ñanten_ ‘to extract coconut milk by pressing’, _santen-an_ ‘having coconut milk mixed into it’, __language__Balinese__ _santen_ ‘coconut cream, the juice squeezed out of the flesh of coconuts’.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_sant(ae)n_ ‘coconut oil’, but this appears to have been a __language__Javanese__ innovation &ast;_santən_ that was borrowed into __language__Malay__ and then spread over other parts of western Indonesia and northward into the Philippines."
29575,coffin,,Loan,Borrowing from __language__Makassarese__.
30134,coffin,,Loan,"Borrowing from __language__Malay__, ultimately from Sanskrit."
30188,collect: dunning to collect a debt,*tagiq ‘dun someone for collection of a debt’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tagiq_ ‘dun someone for collection of a debt’.
29576,"collide, hit, strike",,Loan,"The __language__Philippine__ forms are unrelated to those in western Indonesia. Of the latter only __language__Bidayuh (Bukar-Sadong)__ and __language__Malay__, or __language__Malay__ and the __language__Batak__ languages permit a comparison, and this cannot safely be attributed to __language__PWMP__."
29577,"come on!, lets go!",*ayu,Loan,"Most of the forms cited here, including those in __language__Tagalog__, __language__Ngaju Dayak__, __language__Gorontalo__, __language__Bimanese__, and __language__Manggarai__, appear to be loans from __language__Malay__."
30011,"commitment: obligation, duty, commitment","*siliq ‘obligation, duty’",Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_siliq_ ‘obligation, duty’, but the limited distribution of this form among languages that have long been in contact is better explained as a product of borrowing."
30206,"communication, conversation","*taruŋ ‘communication, conversation’",Loan,"This is best treated as either a loanword or a low-level innovation.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_taruŋ_ ‘communication, conversation’."
30032,complete,,Loan,The __language__Maranao__ form may be a loan from __language__Javanese__.
30678,complete,,Loan,Borrowing of __language__Malay__ _gənap_ ‘completing; rounding off; a pair; even (of numbers)’.
30156,complexion,,Loan,"Borrowing of Spanish _cutis_ ‘skin, complexion’."
30091,compose,,Loan,Borrowing from __language__Malay__.
29992,condiment: spicy condiment side dish with rice,,Loan,Apparently an innovation in __language__Old Javanese__ that was borrowed by __language__Malay__ and subsequently disseminated among languages in western Indonesia that were in frequent contact with Malay traders.
30318,"confidence (in lending money): trust, confidence (in lending money)",,Loan,From Spanish _confiar_ ‘trust’.
29579,confiscate,,Loan,Borrowing from __language__Tagalog__.
29580,confused,,Loan,Most of the items both in western and eastern Indonesia are assumed to be loans from __language__Malay__. The similarity of __language__Pohnpeian__ _piŋ_ to these forms is attributed to chance.
29581,"conscience, mind, insight",,Loan,"Borrowing, ultimately from __language__Sanskrit__. __language__Iban__ _budi_, _budiʔ_ shows secondary final glottal stop, and two polarized clusters of meaning, evidently connected with the existence of a former system of speech disguise based on antonymy ([Blust 1981](Source#cldf:blust1981))."
30230,"consider, regard","*tilik ‘consider, regard’",Loan,"Also __language__Iban__ _tilik_ ‘gaze at, peer, take a sight, e.g. in surveying’.  Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tilik_ ‘consider, regard’ (_betrachten_)."
30244,consider closely: scrutinize consider closely,"*tinzaw ‘scrutinize, consider closely’",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tinzaw_ ‘scrutinize, consider closely’ (_genau betrachten_).  Cf. __language__PMP__ &ast;_tindaw_ ‘see in the distance’."
30006,"content, satisfied","*sen(ae)ŋ ‘content, satisfied’",Loan,"Also __language__Ngaju Dayak__ _sanai_ ‘quiet, still, calm, secure, at ease’, Iban sənaŋ ‘comfortable, at ease, well-to-do’, the latter a clear loanword from __language__Malay__. [Dempwolff (9138)](Source#cldf:dempwolff193438) posited &ast;_sen(ae)ŋ_ ‘content, satisfied’, with a vowel that is not so much ambiguous as contradictory, since the __language__Ngaju Dayak__ and __language__Toba Batak__ forms point to &ast;_a_, __language__Malay__ is ambiguous, and __language__Javanese__, along with other languages, points to &ast;_e_.  A more plausible interpretation is that __language__Ngaju Dayak__ _sanaŋ_ is a loanword from __language__Banjarese__, and __language__Toba Batak__ _sonaŋ_ a loan from peninsula or __language__Sumatran Malay__.  __language__Malay__ itself presumably borrowed this word from __language__Javanese__, and then spread it to other languages after the merger of last-syllable &ast;_a_ and &ast;_e_."
30466,continue,,Loan,"Borrowing of Spanish _Sigue_ ‘Go on, continue!’."
29765,"converse: speak, converse","*ucap 'speak, converse with'",Loan,"Borrowing from __language__Malay__. [Dempwolff's (1934-38)](Source#cldf:dempwolff193438) inclusion of __language__Fijian__ _vosa_ 'speak, talk' under a reconstruction &ast;_ucap_ 'speak, converse with' appears unjustified."
29880,convolvulus,,Loan,"__language__Makasarese__ _kaŋkoŋ_ may be a loanword from __language__Malay__, but this appears unlikely in the case of __language__Kapampangan__, where the initial vowel cannot be accounted for in this way.  [Merrill (1954:228)](Source#cldf:merrill1954) attributes this to borrowing from an unidentified Chinese source.  Although a precise donor language is difficult to identify, a Chinese source appears likely from information that I have received courtesy of Yen-ling Chen, who notes that “Convolvulus (_Ipomoea aquatica_)... in written Chinese can be 空心菜, 蕹菜 or 通菜 (Mandarin: _khong ɕin tshai_ (空心菜), _ioŋ tshai_ (蕹菜), _thoŋ tshai_ (通菜).”  To this she adds that “‘a hole’ in (Taiwanese) Southern Min is _khang_ (孔), and the same character in contemporary Mandarin is pronounced as _khong_.  And 空心菜 means literally ‘hollow-heart-vegetable.’”"
29699,cooked: packet of cooked rice,,Loan,"Probably borrowing from __language__Malay__. __language__Chamorro__ _atupat_, __language__Kamarian__ _atuat_ suggest an etymon &ast;_qatubat_, but the __language__Chamorro__ variant in _k-_ and the unexplained loss of &ast;_b_ (expected //_h_//) in __language__Kamarian__ leave borrowing as the best alternative."
30236,"copy: imitate, copy","*tiru ‘to imitate, copy’",Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tiru_ ‘to imitate, copy’ (_nachnahmen_)."
29924,coriander seed,,Loan,Borrowing from __language__Tami__ through the medium of __language__Malay__.
30283,"cork, stopper",,Loan,"Borrowing, ultimately from Spanish _tapón_ ‘stopper, cork’."
30215,correct: right correct,*teŋen ‘be right’,Loan,"The western Indonesian forms are likely loans from __language__Malay__, and the __language__Tagalog__ form a chance resemblance.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_teŋen_ ‘be right’ (_rechtsein_)."
30690,corrupt,,Loan,"Presumably a loan, although a source is still unknown."
29769,cotton: spin cotton thread,*antih,Loan,"A relatively late innovation in western Indonesia, with probable borrowing from __language__Malay__ into some of the other languages cited here."
30072,cotton,,Loan,"Presumably a borrowing of Sanskrit karpāsa into __language__Malay__, from whence it spread to other languages of western Indonesia and the Philippines.  What is surprising about this distribution is that there are widespread forms that point to an apparent &ast;_kapas_, and others that point to an apparent &ast;_kapes_, and in some cases this refers to the native silk-cotton tree, _Ceiba pentandra_.  These discrepancies suggest that the full borrowing history of this form remains to be worked out."
29584,cough,,Loan,The __language__Tiruray__ form is assumed to be a __language__MANO__ loan; the similar of the __language__Rotinese__ and __language__Motu__ forms to these is attributed to chance.
29998,covering,,Loan,Probably a __language__Malay__ loan distribution.
30413,cow,,Loan,Probably a __language__Malay__ loan distribution.
29652,"craft: intelligence, craft, scheme",,Loan,"Borrowing, ultimately from __language__Arabic__."
30195,craftsman,*tukaŋ ‘craftsman’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tukaŋ_ ‘craftsman’.
30420,"crippled: lame, crippled","*leŋeR ‘lame, crippled’",Loan,"I am unable to find __language__Tagalog__ _liŋig_ in any modern dictionary of the language.  The resemblance of the __language__Malay__ and __language__Javanese__ forms, as with hundreds of others, is best regarded as a product of borrowing.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_leŋeR_ ‘lame, crippled’."
30637,"crippled, lame",,Loan,Probably a Bisayan loan in __language__Agutaynen__.
29980,cross-legged: sit cross-legged,,Loan,"Said to be from _Sanskrit_ in western Indonesia, and then borrowed through __language__Malay__ into Philippine languages such as __language__Tagalog__."
29585,cross-stick for outrigger,,Loan,__language__Buli__ is assumed to be a loan from some __language__CMP__ source.
30314,cucumber,,Loan,From Spanish _pepino_ ‘cucumber’.
30527,cup,,Loan,"Borrowing, apparently from Minnan Chinese."
30553,cup for dinking,,Loan,From Spanish _taza_ ‘cup; cupful’.
30163,curtain,,Loan,Borrowing from __language__Malay__.
30486,curve,,Loan,Probably a loan from __language__Brunei Malay__ in Philippine languages.
30509,"curved chisel, gouge",,Loan,This is presumably a __language__Tagalog__ or __language__Cebuano__ loan  in __language__Agutaynen__.
29971,"customer, patron",,Loan,Borrowed from Hokkien (Southern Min).
30231,cut of gambling money,,Loan,Borrowing from Hokkien _tông_ ‘percentage cut of gambling taken from winners’.
30066,"cutlass, sword",,Loan,"Unlike most loan distributions that involve __language__Malay__, this one appears to have come about through borrowing by Malays of a term current in the southern Philippines at the time of contact.  Native __language__Malay__ words have neutralized the opposition of /a/ and schwa in prepenultimate syllables, and the absense of neutralization here points to borrowing."
30097,dagger,*ke(rR)is ‘dagger’,Loan,Borrowing from either __language__Javanese__ or __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_ke(rR)is_ ‘dagger’.
30545,dagger,,Loan,
30554,dagger,,Loan,"From Spanish _puñal_ ‘dagger, poniard’."
30419,"damp, moist","*leŋas ‘damp, moist’",Loan,"I cannot find __language__Tagalog__ _laŋás_ in any modern dictionary, and the rest of this comparison is best considered a loan distribution.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch 
&ast;_leŋas_ ‘damp, moist’."
30187,dance,*tari ‘to dance’,Loan,"Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) also included __language__Malagasy__ _tari_ ‘a second drum’, and based on the __language__Malagasy__, __language__Ngaju Dayak__ and __language__Malay__ forms proposed “Uraustronesisch’ &ast;_tari_ ‘to dance’.  However, this comparison has an extremely limited geographical distribution, appearing only in __language__Malay__ and languages that are known to have borrowed heavily from it."
29974,"dart, javelin",,Loan,"Also __language__Malay__, __language__Minangkabau__ _suligi_ ‘dart, small spear or lance’.  The final glottal stop in __language__Tagalog__ shows that it is most likely a borrowing from __language__Malay__, an interpretation that may well apply to most of the other forms cited here as well."
29850,deadfall trap,,Loan,"__language__Thao__ _danar_ is a loan, possibly from  __language__Atayal__ or  __language__Bunun__, although lexicographic resources for the latter language are inadequate to determine the matter with certainty."
30272,"deadline, time limit",,Loan,
30548,"deceit, trickery, fraud",,Loan,"Borrowing from __language__Malay__ into __language__Tagalog__, and then from __language__Tagalog__ into __language__Hanunóo__, and perhaps other languages."
29666,"deceive: lie, deceive",,Loan,Borrowing from __language__Malay__.
29667,"deceive: lie, deceive",,Loan,Borrowing from __language__Malay__.
30232,deceive,*tipu ‘deceit’,Loan,Borrowing from __language__Malay__. [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tipu_ ‘deceit’ (_Betrug_).
29586,"decoration, jewelry",*hias,Loan,"Borrowing. The __language__Philippine__ reflexes point to &ast;_h-_, but the western __language__Indonesian__ reflexes to &ast;_q-_. [Panganiban (1966)](Source#cldf:panganiban1966) suggests that __language__Tagalog__ _hiás_ derives from __language__Spanish__ _joyas_. If so, this form has spread from the Philippines into western _Indonesia_, like __language__Malay__ _biawas_ 'guava', and a few other words."
29939,deferentially: sit deferentially,,Loan,"Several of these forms, including at least those in __language__Bikol__ and __language__Iban__, are likely __language__Malay__ loans, ultimately from Sanskrit."
30654,delay,,Loan,Borrowing from __language__Tagalog__.
29741,delicacy: rice delicacy,,Loan,Borrowing from __language__Malay__.
30012,"derision: ridicule, derision","*sindiR ‘mockery, ridicule’",Loan,"Based on data from __language__Toba Batak__, __language__Javanese__, __language__Malay__ and __language__Ngaju Dayak__, [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_sindiR_ ‘mockery, ridicule’.  However, the original meaning of this term appears to have been closer to that of teasing in a flirtatious manner than to mockery or ridicule.  The __language__Kadazan Dusun__ form is irregular, and it is very difficult to exclude the possibility of a borrowing distribution for the remaining forms."
29587,"desire, want",,Loan,"Probably an innovation in __language__Proto-Malayic__, later borrowed into __language__Toba Batak__ and __language__Old Javanese__ from __language__Malay__."
29588,destroy,,Loan,"Borrowing, ultimately from __language__Sanskrit__."
30278,"devoted: loyal, faithful, devoted",,Loan,The __language__Botolan Sambal__ form is assumed to be a __language__Tagalog__ loan.
29589,diamond,,Loan,"Borrowing. A widespread loanword which probably passed from __language__Old Javanese__ to __language__Malay__, where it underwent two changes: 1. &ast;_e_ to last-syllable //_a_//, and 2. loss of initial //_h_// (from &ast;_q-_). In this form (&ast;_intan_) it was then carried by Malay traders to Borneo, the southern Philippines, and various parts of central and eastern Indonesia."
30546,dice,,Loan,"From Spanish _dado_ ‘die, dice’."
29590,different,,Loan,"Borrowing, ultimately from __language__Sanskrit__."
29885,"difficulty: trouble, worry, difficulty",,Loan,"[Dempwolff (1938)](Source#cldf:dempwolff193438) posited this form as ‘Uraustronesisch’, but its distribution is restricted to __language__Malay__ and other languages of western Indonesia that have borrowed from __language__Malay__.  It is therefore best considered a __language__Proto-Malayic__ innovation that has been borrowed over much of the area that it is found, and is indicated as such in at least two of the sources cited here.  In addition, Dempwolff included __language__Malagasy__ _usa_ ‘cowardly, timid, faint-hearted; feeble, weak’ in his comparison, but this appears to be unrelated."
30640,"dipper, scoop (water)",,Loan,Borrowing from __language__Malay__.
29591,direction,*a(r)aq 'direction',Loan,"[Wilkinson (1959)](Source#cldf:wilkinson1959) lists __language__Malay__ _arah_ as an __language__Arabic__ loan, although it is not included by [Jones (1978)](Source#cldf:jones1978), and its occurrence in __language__Old Javanese__ independently raises questions about this interpretation. I treat it here simply as a late innovation in western Indonesia."
30591,"disciple, follower",,Loan,Probably a __language__Tagalog__ loan distribution.
