ID,Name,Description,Category,Comment,Cognateset_ID,Dempwolff_Etymology
Noise-1896,,nausea,noise,,,*ibay
Noise-1897,,"near, nearly",noise,,,
Noise-1898,,"near, nearly",noise,,,
Noise-1899,,"neck, throat",noise,"Chance. Although LAKA _bolo-_ and [Kwaio](LanguageTable#cldf:307) _ono_ could reflect [POc](LanguageTable#cldf:19082) &ast;_ciono-_, the [Kwaio](LanguageTable#cldf:307) form appears to reflect &ast;_tonom_ 'to swallow' (cf. _onom-anal_ 'throat, necḱ, _onom-ia_ 'swallow').",,
Noise-2402,,nimble: quick nimble,noise,"On the basis of this compariosn Dempwolff (1938) proposed ‘Uraustronesisch’ _cepat_ ‘quick, nimble’.",,
Noise-1900,,"no, not",noise,Chance. [Adriani (1928)](Source#cldf:adriani1928) identifies [Bare'e](LanguageTable#cldf:236) _ba_ as an ellipsis of _iba_.,,
Noise-1901,,nose,noise,,,
Noise-2019,,"nose: snout, nose",noise,,,
Noise-1989,,"not: save, not use",noise,,,
Noise-2351,,"not perceived: unnoticed, not perceived",noise,"Probably a chance resemblance.  [Dempwolff (1938)](Source#cldf:dempwolff193438) positied Uraustronesisch &ast;_lali_ ‘unnoticed, not perceived’ (_Unbemerktsein_).",,"*lali ‘unnoticed, not perceived’"
Noise-1902,,nude,noise,,,
Noise-1903,,numeral suffix,noise,,,
Noise-1904,,nut variety,noise,,,
Noise-1906,,odor,noise,,,
Noise-1907,,offer,noise,,,
Noise-2378,,oil,noise,"[Mills (1981)](Source#cldf:mills1981), citing [Benedict (1975:286)](Source#cldf:benedict1975) as his source, uses this comparison, together 
with an unrevealed [Makassarese](LanguageTable#cldf:325) form that cannot be located in any published source, in part because no actual form is given, to posit [PAn](LanguageTable#cldf:19072) &ast;_lawlaw_ ‘oil’.  However, both Formosan forms reflect &ast;_NawNaw_, which normally yields [PMP](LanguageTable#cldf:19081) &ast;_n_, not &ast;_l_, and these themselves may be a product of borrowing, since this characterized the relationship of [Paiwan](LanguageTable#cldf:370) and [Puyuma](LanguageTable#cldf:386) for centuries ([Blust 1999:47-51](Source#cldf:blust1999)).  Needless to say, since the resemblance of [Fijian](LanguageTable#cldf:266) _lolo_ to the words from southern Taiwan is both formally flawed and semantically deviant, it is best treated as a product of chance.",,
Noise-2197,,one,noise,"It is conceivable that this is one of a set of numerals used for special purposes, as by children in play.  However, there is no known support for this hypothesis beyond the present comparison, and until  further support is found it seems best to treat the similarity seen here as a product of chance convergence.",,
Noise-2039,,onto: step onto,noise,,,
Noise-1908,,open,noise,,,
Noise-1910,,open wide,noise,,,
Noise-1909,,opening,noise,"[Dempwolff (1934-38)](Source#cldf:dempwolff193438) reconstructed &ast;_wawaq_ 'opening', but the [Javanese](LanguageTable#cldf:285) form is best attributed to &ast;_babaq₂_ and the [Malagasy](LanguageTable#cldf:18432) form to &ast;_babaq₁_. The similarity of [Tagalog](LanguageTable#cldf:423) _wáwaʔ_ to [Sa'a](LanguageTable#cldf:18945) _wawa_ is best attributed to chance.",,*wawaq 'opening'
Noise-2309,,orderly rule-governed,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tataR_ ‘rule’, adding [Fijian](LanguageTable#cldf:266) _i-tata_ ‘order, command’, a form that I am unable to find in any modern dictionary.",,*tataR ‘rule’
Noise-1912,,owl sp.,noise,,,
Noise-1913,,owl sp.,noise,,,
Noise-2264,,pain,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_kedut_ ‘pain’, but the [Tagalog](LanguageTable#cldf:423) form is irregular (expected &ast;&ast;_kurót_), and is a not a convincing semantic match for [Javanese](LanguageTable#cldf:285) _kedut_.",,*kedut ‘pain’
Noise-1914,,palate,noise,,,
Noise-1915,,palm tree sp.,noise,,,
Noise-1987,,palm: sago palm,noise,"The resemblance of [Balinese](LanguageTable#cldf:235) _ental_ to the other forms cited here is attributed to chance. The [Lau](LanguageTable#cldf:313) and [Arosi](LanguageTable#cldf:485) forms must reflect earlier &ast;_osa_, and [Rotuman](LanguageTable#cldf:394) _ota_ must be a loan, although its source remains problematic. This leaves [Mota](LanguageTable#cldf:344) _ota_, [Anuta](LanguageTable#cldf:229) _ota_ 'sago palm' as the only clearly cognate forms, but given the evidence for borrowing in [Rotuman](LanguageTable#cldf:394) this distribution is perhaps best regarded as a product of diffusion.",,
Noise-1916,,Palolo worm,noise,,,
Noise-1924,,"pare: to peel, pare",noise,,,
Noise-1918,,parent-in-law,noise,,,
Noise-1919,,particle,noise,The [Tagalog](LanguageTable#cldf:423) linker and the [Hanunóo](LanguageTable#cldf:273) conjunctive particle are assumed to be cognate. The resemblance of the other forms to these is attributed to chance.,,
Noise-2358,,paste,noise,Most likely a chance resemblance.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_lepa_ ‘paste’.,,*lepa ‘paste’
Noise-2074,,pattern: textile pattern,noise,,,
Noise-1922,,paunch,noise,,,
Noise-1923,,pearl,noise,,,
Noise-1925,,peel: to peel,noise,Reconstructible as PCP &ast;_isi_. The resemblance of [Rotinese](LanguageTable#cldf:395) _isi_ to PCP &ast;_isi_ is attributed to chance.,,
Noise-1926,,"peel off, separate",noise,"Chance, although both forms appear to contain the root &ast;[-bak₃](cf.csv#cldf:Root-29832) 'split off, separate'.",,
Noise-1927,,"peeling, rind",noise,Chance. For an alternative etymological connection for [Cebuano](LanguageTable#cldf:252) _paflut_ cf. [POc](LanguageTable#cldf:19082) &ast;_paro_. For an alternative view of the [Cebuano](LanguageTable#cldf:252):[Malay](LanguageTable#cldf:326) comparison which is now rejected cf. [Blust (1970)](Source#cldf:blust1970).,,
Noise-2223,,"penetrate: pierce, penetrate",noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_serep_ ‘penetrate’, a form that was accepted in [Blust (1972)](Source#cldf:blust1972), but for which the supporting evidence is now considered unconvincing.",,*serep ‘penetrate’
Noise-2300,,permission,noise,"Based on the [Tagalog](LanguageTable#cldf:423) and [Malagasy](LanguageTable#cldf:18432) forms [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed ‘Uraustronesisch’ &ast;_tulut_ ‘permission’, despite a lack of comparative support for his proposed gloss.",,*tulut ‘permission’
Noise-2243,,pick up,noise,"[Mills (1981:75)](Source#cldf:mills1981), who cites both the [Buginese](LanguageTable#cldf:239) and [Makassarese](LanguageTable#cldf:325) words with a simplex _k_, proposed [PAn](LanguageTable#cldf:19072) &ast;_si(ŋ)kit_ ‘to pick up’, but the known evidence does not appear strong enough to rule out chance convergence.",,
Noise-2193,,"pierce, skewer",noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) included these forms under ‘Uraustronesisch’ &ast;_zuluk_ ‘pierce, penetrate’ (_Stechen_).  However, there is little to recommend this comparison, which appears to be a collection of formally compatible words that have almost nothing else in common.  It is true that the meaning ‘penetrate, bore through’ in [Toba Batak](LanguageTable#cldf:427) _man-julluk_ is fairly similar to ‘put in, insert, sheathe’ in [Samoan](LanguageTable#cldf:401) _sulu_, but the medial geminate is unexplained (Dempwolff wrote _ju<l>luk_), and it is further noteworthy that [Tongan](LanguageTable#cldf:434) _hulu_ ‘to fix one’s loincloth by tucking in one end of it at the waist; to tidy up the edges of a mat by tucking in the protruding ends’, was omitted despite its obvious cognation, presumably because it would weaken the argument for comparing the [Samoan](LanguageTable#cldf:401) form with those in insular Southeast Asia",,"*zuluk ‘pierce, penetrate’"
Noise-1928,,pig,noise,,,
Noise-1929,,pigpen,noise,,,
Noise-1930,,pinch,noise,,,
Noise-1931,,pith,noise,,,
Noise-1964,,place: put in place,noise,,,
Noise-2220,,place of burning,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_(s)eRa(q)_ ‘place of burning’, but this comparison is both formally and semantically problematic, and is best treated as a product of chance convergence.",,*(s)eRa(q) ‘place of burning’
Noise-2287,,place of residence,noise,"Despite the clear phonological irregularity in the initial consonant, and the divergent semantics of the [Malay](LanguageTable#cldf:326) and Polynesian forms [Dempwolff (1938)](Source#cldf:dempwolff193438) posited [PAn](LanguageTable#cldf:19072) &ast;_tempet_ ‘place of residence’.",,*tempet ‘place of residence’
Noise-1934,,plant sp.,noise,,,
Noise-1935,,plant sp.,noise,,,
Noise-1936,,plant sp.,noise,,,
Noise-1937,,plant sp.,noise,,,
Noise-1938,,plant sp.,noise,,,
Noise-1939,,plant sp.,noise,,,
Noise-1940,,plant sp.,noise,,,
Noise-1941,,plant sp.,noise,,,
Noise-1942,,plant sp.,noise,"Chance, or if related, [Aklanon](LanguageTable#cldf:226), [Cebuano](LanguageTable#cldf:252), [Maranao](LanguageTable#cldf:331), [Mongondow](LanguageTable#cldf:245) reflect an innovation in PCPh.",,
Noise-1943,,plant sp.,noise,"Chance. [Cebuano](LanguageTable#cldf:252) _pálaw_ 'large vigorously growing aroid: _Cyrtosperma/ merkushii_', [Maranao](LanguageTable#cldf:331) _palao_ 'cultivated taro: _Xanthosoma violaceum Schott._ suggest a PCPh &ast;_pálaw_ 'large aroid: _Cyrtosperma_ spp.'. The [Tagalog](LanguageTable#cldf:423) word shows secondary suffixation.",,
Noise-1944,,plant sp.,noise,,,
Noise-1945,,plant sp.,noise,The [Old Javanese](LanguageTable#cldf:660) and [Balinese](LanguageTable#cldf:235) words are cognate. The similarity of the [Isneg](LanguageTable#cldf:647) and [Kayan](LanguageTable#cldf:294) forms to these and to each other is due to chance.,,
Noise-1946,,plant sp.,noise,,,
Noise-1947,,plant sp.,noise,,,
Noise-2228,,"plant shoot: sprout, plant, shoot",noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) cited [Fijian](LanguageTable#cldf:266) _i-so-somi_ ‘seedling’, but this is not the sense of this term in Bauan Fijian as given by [Capell (1968)](Source#cldf:capell1968), or in [Wayan](LanguageTable#cldf:19060) as given by [Pawley and Sayaba (2003)](Source#cldf:pawleyandsayaba2003).  In the absence of further evidence this comparison is best treated as a  product of chance.",,
Noise-2233,,"pledge: vow, pledge",noise,"This comparison proposed by [Dempwolff (1938)](Source#cldf:dempwolff193438) appears to bring together completely unrelated forms.  I am unable to find [Tagalog](LanguageTable#cldf:423) _sahot_ in either [Panganiban (1966)](Source#cldf:panganiban1966) or [English (1986)](Source#cldf:english1986), and [Samoan](LanguageTable#cldf:401) _sau_ does not occur in this meaning in any dictionary I have been able to consult, including [Pratt (1893)](Source#cldf:pratt1984), which was Dempwolff’s source.",,
Noise-1949,,pluck,noise,,,
Noise-2203,,pluck (as fruit),noise,,,
Noise-2002,,point: sharpen to a point,noise,Chance?,,
Noise-2192,,"point, tip",noise,"[Dempwolff](Source#cldf:dempwolff193438) proposed &ast;_zuru_ ‘point, tip’ (dbl. &ast;_duRu_ ‘corner’), and included such semantically divergent forms as [Malay](LanguageTable#cldf:326) _juru_ ‘trained worker (at some occupation other than a handicraft)’ and [Javanese](LanguageTable#cldf:285) _juru_ ‘person who performs a certain [skilled] job’, under the general gloss ‘master’ (also cf. [Old Javanese](LanguageTable#cldf:660) _juru_ ‘head, leader, chief (of a division, military or administrative; of a group or trade); tradesman, trained worker’).  The entire collection seems extremely forced, and is best abandoned as ill-conceived.",,"*zuru ‘point, tip’"
Noise-2310,,point out directions,noise,[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch &ast;_taki_ ‘point out directions’.,,*taki ‘point out directions’
Noise-2292,,"pole, mast",noise,"The [Ngaju Dayak](LanguageTable#cldf:18577), [Malay](LanguageTable#cldf:326) and [Javanese](LanguageTable#cldf:285) forms are related, but probably a product of borrowing from [Malay](LanguageTable#cldf:326) (with [Ngaju Dayak](LanguageTable#cldf:18577) _tihaŋ_ from [Banjarese](LanguageTable#cldf:243)).  The similarity of the Oceanic forms to these is best treated as a product of chance.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tiaŋ_ ‘pole, rod’ (_Pfahl, Stange_) and dismissed the [Ngaju Dayak](LanguageTable#cldf:18577) form as irregular, but [Old Javanese](LanguageTable#cldf:660) confirms the medial consonant (< &ast;_q_).",,"*tiaŋ ‘pole, rod’"
Noise-1951,,poor,noise,,,
Noise-2048,,"pour: stream, pour",noise,,,
Noise-2391,,poverty,noise,[Dempwolff (1934-1938)](Source#cldf:dempwolff193438) proposed ‘Uraustronesisch’ &ast;dahup ‘weak’.,,*dahup ‘weak’
Noise-2379,,prayer,noise,"The [Malay](LanguageTable#cldf:326) and [Javanese](LanguageTable#cldf:285) words given here are clearly Arabic loans.  The [Tagalog](LanguageTable#cldf:423) word looks like it could be a borrowing from [Malay](LanguageTable#cldf:326), but if so it would be the only known case in which a [Malay](LanguageTable#cldf:326) _r_ has been borrowed as a [Tagalog](LanguageTable#cldf:423) _g_, mimicking the correspondence reflecting [PAn](LanguageTable#cldf:19072) &ast;_R_.  For now it seems best to consider the resemblance of the [Tagalog](LanguageTable#cldf:423) word to those in [Malay](LanguageTable#cldf:326) and [Javanese](LanguageTable#cldf:285) a product of chance.",,
Noise-1952,,prefix,noise,"Despite a problem with the medial consonant correspondence, the [Bikol](LanguageTable#cldf:244), [Aklanon](LanguageTable#cldf:226), and [Hiligaynon](LanguageTable#cldf:623) affixes appear to be cognate. The similarity of these forms to [Kayan](LanguageTable#cldf:294) _pala-_, RALU _wara-_ is attributed to chance.",,
Noise-2375,,pregnant,noise,,,
Noise-2217,,"prepared: ready, prepared",noise,"Based on forms in [Toba Batak](LanguageTable#cldf:427) and [Javanese](LanguageTable#cldf:285) [Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_sikep_ ‘ready, prepared’.  However, the [Karo Batak](LanguageTable#cldf:18314) form shows that Proto-Batak had &ast;_siŋkeb_, which is phonologically incompatible with the forms in [Old Javanese](LanguageTable#cldf:660), [Javanese](LanguageTable#cldf:285), [Balinese](LanguageTable#cldf:235) and [Sasak](LanguageTable#cldf:404), leaving either a comparison with relatively little time-depth, or a loan distribution.",,"*sikep ‘ready, prepared’"
Noise-2355,,"preserved, protected",noise,"None of these forms appear to be related, yet [Dempwolff (1938)](Source#cldf:dempwolff193438) combined them under Uraustronesisch &ast;le(m)bu ‘preserved, protected, hedged in’ (_Eingehegt_), in a proposed 
etymology that is best dismissed as a product of chance.",,"*le(m)bu ‘preserved, protected, hedged in’"
Noise-1953,,press,noise,,,
Noise-1955,,pretty,noise,,,
Noise-1956,,"provided that, in spite of",noise,,,
Noise-2324,,"proximal deictic: this, proximal deictic",noise,,,
Noise-1957,,pry up,noise,"The [Hanunóo](LanguageTable#cldf:273) and [Gorontalo](LanguageTable#cldf:272) forms presumably are related. Although both exhibit regular phonological correspondences with the similar words in [Ngadha](LanguageTable#cldf:357) and [Rotinese](LanguageTable#cldf:395) , this is not the case with [Manggarai](LanguageTable#cldf:816) _Nuʔa_ (where a final _l_ is expected). Since the [Manggarai](LanguageTable#cldf:816), [Ngadha](LanguageTable#cldf:357) and [Rotinese](LanguageTable#cldf:395) forms almost certainly are cognate with one another (but not with [Asilulu](LanguageTable#cldf:18016) _huʔak_) this leaves two low-level cognate sets (one [Greater Central Philippine](https://glottolog.org/resource/languoid/id/grea1284), the other Lesser Sundas) and a potpourri of chance resemblances.",,
Noise-1958,,pry up,noise,,,
Noise-2328,,pull up weeds,noise,,,
Noise-1960,,pure,noise,,,
Noise-1961,,pursue,noise,"This comparison was the subject of a tortuous discussion in the earlier literature based on: 1. an approach to linguistic reconstruction which circumvented the normal scientific procedure of triangulation in the justification of inferences, and 2. a failure to distinguish directly inherited from borrowed forms ([Dyen 1953:363ff](Source#cldf:dyen1953), [Hendon 1964:377ff](Source#cldf:hendon1964)). The [Ngaju Dayak](LanguageTable#cldf:18577), [Iban](LanguageTable#cldf:276) and [Malay](LanguageTable#cldf:326) words clearly reflect [PAn](LanguageTable#cldf:19072) &ast;_buRaw_ 'drive off, chase away, expel' with the atypical, but recurrent change &ast;_-aw_ > _u_. All other forms in island Southeast Asia appear to be [Malay](LanguageTable#cldf:326) loans, as attested by lexical doubletting in [Karo Batak](LanguageTable#cldf:18314), [Toba Batak](LanguageTable#cldf:427) and [Dairi-Pakpak Batak](LanguageTable#cldf:18147), where a directly inherited reflex of &ast;_buRaw_ is found next to the [Malay](LanguageTable#cldf:326) loanword, with semantic differences that are consistent with a borrowing hypothesis. Given the relatively complete integration of this loanword into the affixational systems of some of these languages (e.g. [Toba Batak](LanguageTable#cldf:427), and the appearance of _buru_ in [Old Javanese](LanguageTable#cldf:660) texts it appears likely that this word was borrowed fairly early in most languages (perhaps during the classic Sriwijaya period, circa 7th century AD). The similarity of the Southeast Solomonic  forms to those in western Indonesia is attributed to chance.",,*buru
Noise-2315,,push shove,noise,"Probably a chance resemblance.  [Dempwolff (1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_tunzaŋ_ ‘push, shove’ (_stossen_).",,"*tunzaŋ ‘push, shove’"
Noise-1965,,putrid,noise,,,
Noise-1967,,quarrel,noise,,,
Noise-1968,,quarrel,noise,,,*away
Noise-1969,,question,noise,,,
Noise-2200,,rat,noise,,,
Noise-1966,,rattan sp.,noise,,,
Noise-1970,,rattan,noise,,,
Noise-1971,,rattan sp.,noise,,,
Noise-2238,,reach across,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;_sulaŋ_ ‘to reach across’ based on this comparison plus [Javanese](LanguageTable#cldf:285) _sulaŋ_ ‘impart, communicate’.  However, I am unable to find the latter entry in either [Pigeaud (1938)](Source#cldf:pigeaud1938) or [Horne (1974)](Source#cldf:horne1974), and the remaining forms are insufficient to propose a reconstruction with confidence.",,*sulaŋ ‘to reach across’
Noise-1973,,red,noise,"[Kenyah](LanguageTable#cldf:300) and [Puluwat](LanguageTable#cldf:385) are due to chance. Most others appear to reflect &ast;_baRah_ 'ember' or &ast;_baReq_ 'abscess, inflammation'.",,
Noise-2201,,red,noise,,,
Noise-1974,,redden,noise,The [Toba Batak](LanguageTable#cldf:427) word is borrowed from [Malay](LanguageTable#cldf:326); the similarity of the [Javanese](LanguageTable#cldf:285) form is due to chance.,,*biRaŋ
Noise-1975,,"repeat, reiterate",noise,,,
Noise-2321,,rejoice,noise,"This comparison was proposed by [Geraghty (1990:73)](Source#cldf:geraghty1990), who reconstructed &ast;_taReRe_ ‘rejoice’, based on data from only four specific languages: [Palauan](LanguageTable#cldf:372) _merrós_ ‘to crow (rooster)’, [Tolai](LanguageTable#cldf:19416) _rore_ ‘to rejoice, be happy, as when joining in a dance’, [Nggela](LanguageTable#cldf:359) _ulele_ ‘triumphant, rejoicing’, and the [Sa'a](LanguageTable#cldf:18945) form given here.  However, of these only [Sa'a](LanguageTable#cldf:18945) _alele_ regularly reflects &ast;_taReRe_, and the claim that Central Pacific languages reflect Proto-Central Pacific &ast;_taē_ has not been confirmed through independent checking of published sources on [Rotuman](LanguageTable#cldf:394), [Fijian](LanguageTable#cldf:266) or any Polynesian language.",,
Noise-2269,,relationship between the sexes,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) used this comparison to propose &ast;_kucup_ ‘relationship between the sexes’, but it contains nothing to distinguish it from a chance resemblance.",,*kucup ‘relationship between the sexes’
Noise-2224,,"replenishment, restoration",noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) posited &ast;_sapin_ ‘replenishment, restoration’ on the basis of these two terms, but there is no obvious connection between them, and the [Tagalog](LanguageTable#cldf:423) form is better assigned to [PPh](LanguageTable#cldf:19083) &ast;_sapin_ ‘lining, insulation, padding’.",,"*sapin ‘replenishment, restoration’"
Noise-2163,,"result: yield, result",noise,"Chance. [Dempwolff (1934-38)](Source#cldf:dempwolff193438) cited [Toba Batak](LanguageTable#cldf:427) _adi_ with the German gloss _Ruhm_ ('glory, renown, fame'), but his source ([Warneck 1906](Source#cldf:warneck1977)) actually gives _adi_ 'ruhen' ('to rest').",,*adi(q)
Noise-1976,,retreat,noise,,,
Noise-1977,,return,noise,,,
Noise-2341,,rind or peeling,noise,,,
Noise-2366,,rinse wash off,noise,Apparently a chance resemblance.  [Dempwolff (1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_lu[s]aw_ ‘to rinse off’ (_ausspülen_).,,
Noise-2069,,"rip: tear, rip",noise,,,
Noise-1978,,rise (of smoke),noise,,,
Noise-1979,,rise (of smoke),noise,,,
Noise-2311,,rising to a point,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tanzak_ ‘kind of ship’s sail’ (_Name eines Seiles an Schiffen_), but no convincing comparison in fact exists.",,*tanzak ‘kind of ship’s sail’
Noise-1980,,ritual,noise,The [Old Javanese](LanguageTable#cldf:660) and [Balinese](LanguageTable#cldf:235) forms appear to be borrowed from Sanskrit. The resemblance of the remaining items is attributed to chance.,,
Noise-2338,,roll into balls,noise,"On the basis of this comparison [Dempwolff (1938)](Source#cldf:dempwolff193438) posited Uraustronesisch &ast;_pulu(rR)_ ‘roll into a ball’ (_zusammenballen_).  However, the divergent semantics of the [Ngaju Dayak](LanguageTable#cldf:18577) and [Toba Batak](LanguageTable#cldf:427) forms makes it hard to justify a plausible etymology, and the resemblance of the [Malay](LanguageTable#cldf:326) and [Javanese](LanguageTable#cldf:285) forms is best considered to be a product of borrowing from [Malay](LanguageTable#cldf:326).",,*pulu(rR) ‘roll into a ball’
Noise-2252,,roll together into a ball,noise,"This is one of many comparisons in Dempwolff (1938) that appear convincing at first sight, but which unravel on closer inspection.  His gloss of ‘Zusammenballen’ [_make into a ball_] seems to be chosen solely from Toba Batak, and completely lacks any kind of comparative support.",,
Noise-2329,,roof covering,noise,,,
Noise-1981,,rotten,noise,,,
Noise-2293,,row,noise,Based on this comparison [Dempwolff (1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesich’ &ast;_tarap_ ‘row’.,,*tarap ‘row’
Noise-1983,,"rub, scour",noise,"Chance. [Dempwolff (1938)](Source#cldf:dempwolff193438) compared these forms to [Tagalog](LanguageTable#cldf:423) _ulós_ 'wound caused by a pointed instrument; act of striking with a speaŕ and [Javanese](LanguageTable#cldf:285) _urus_ 'affair, matter; to handle, take care of; administer a laxative' under a proposed etymon &ast;_ujus_.",,*ujus
Noise-1984,,"rub, scrub",noise,,,
Noise-1985,,"rub, scrub",noise,"The similarity of [Pangasinan](LanguageTable#cldf:920), [Kapampangan](LanguageTable#cldf:291), [Tagalog](LanguageTable#cldf:423) is attributed to borrowing from [Tagalog](LanguageTable#cldf:423). The similarity of these forms to [Puyuma](LanguageTable#cldf:386), [Paiwan](LanguageTable#cldf:370) and to [Itbayaten](LanguageTable#cldf:282) is regarded as a product of chance.",,
Noise-1986,,rubbish,noise,,,
Noise-2214,,rubbish,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) proposed _&ast;sa(rR)əp_ ‘refuse, garbage’.  However, further supporting evidence has not been found, and the status of this form remains in doubt.",,"*sa(rR)əp ‘refuse, garbage’"
Noise-1988,,sand,noise,,,
Noise-2225,,satiated,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed _&ast;se(m)buq_ ‘satiated’, but no reconstruction of any great time-depth appears possible from this comparison.",,*se(m)buq ‘satiated’
Noise-1990,,"say, tell",noise,,,
Noise-1991,,"say, want to",noise,"The resemblance of [Buli](LanguageTable#cldf:249) _iwa_ to the forms in [CMP](LanguageTable#cldf:19076) languages probably is due to chance. The [CMP](LanguageTable#cldf:19076) forms may be related, but it is not clear that a form found only in [Moa](LanguageTable#cldf:849), [Wetan](LanguageTable#cldf:1118) and [Kei](LanguageTable#cldf:298) must derive from a [PCMP](LanguageTable#cldf:19076) etymon.",,
Noise-2342,,"scab: sore, scab",noise,,,
Noise-1992,,scatter,noise,,,
Noise-2399,,scoop up,noise,On the basis of this comparison [Dempwolff (1938)](Source#cldf:dempwolff193438) posited ‘Uraustronesisch’ &ast;_ca(ŋ)kap_ ‘to scoop up’.,,*ca(ŋ)kap ‘to scoop up’
Noise-1994,,"scrape, scour",noise,The resemblance of the [Mongondow](LanguageTable#cldf:245) form to the similar words in eastern Indonesia is attributed to chance.,,
Noise-1993,,scrape,noise,,,
Noise-2251,,scratch: stroke scratch,noise,"[Dempwolff](Source#cldf:dempwolff193438) posited &ast;_kaDus_ ‘stroke, scratch’ based on these two forms, which appear to have no connection with one another.",,"*kaDus ‘stroke, scratch’"
Noise-2275,,scrotum,noise,"This rather fanciful etymology was used by [Dempwoff (1938)](Source#cldf:dempwolff193438) to reconstruct &ast;_kunTul_ ‘scrotum’.  However, the [Javanese](LanguageTable#cldf:285) form is probably a [Malay](LanguageTable#cldf:326) loan, and the [Sa'a](LanguageTable#cldf:18945) form a chance resemblance arising from the general meaning ‘round object, lump’ (aside from which &ast;_kuntul_ would regularly yield &ast;_Ɂuu_, not &ast;_ɁuɁu_).  A far better-supported term for this meaning in [PMP](LanguageTable#cldf:19081) &ast;_laseR_ ‘scrotum and testicles’.",,
Noise-1995,,seed,noise,,,
Noise-1996,,send,noise,,,
Noise-1997,,separate: to separate,noise,,,
Noise-1998,,separate: to separate,noise,,,
Noise-1999,,separation,noise,,,*awat
Noise-2188,,set fire to,noise,"[Wolff (2010:812)](Source#cldf:wolff2010) proposes [PAn](LanguageTable#cldf:19072) &ast;_dabedab_ ‘set fire to’ on the  basis of these three words.  However, the [Kelai](LanguageTable#cldf:19768) form is not reported in [Blust (1993)](Source#cldf:blust1993), or [Amster (1995)](Source#cldf:amster1995), nor does a similar word appear in the [Lun Dayeh](LanguageTable#cldf:19418) dictionary of [Ganang, Crain, and Pearson-Rounds (2006)](bib-Ganang).  Wolff’s ‘[Kelai](LanguageTable#cldf:19768) _dadab_’ is thus a ghost form that serves no legitimate purpose in this etymology, and the semantic divergence of the [Amis](LanguageTable#cldf:227) and [Tagalog](LanguageTable#cldf:423) items does not instill confidence that the comparison is valid.",,*set fire to
Noise-2322,,set in order,noise,,,
Noise-2000,,shake,noise,Chance?,,
Noise-2001,,shake out,noise,,,
Noise-2380,,shame,noise,"Following a suggestion first made by [Adriani (1928:411)](Source#cldf:adriani1928), [Mills (1981)](Source#cldf:mills1981) proposed a slightly different version of this comparison, and posited ‘Proto-Indonesian’ &ast;_luŋkut_ ‘ashamed’.  However, the phonological correspondences are irregular, and the [Tagalog](LanguageTable#cldf:423) form is semantically distinct from the words in languages of Sulawesi.",,
Noise-2270,,shark,noise,This comparison appears to be a product of chance.  Despite several problems with the data [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_kiu_ ‘shark’.,,*kiu ‘shark’
Noise-2003,,shell,noise,,,
Noise-2256,,shell,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) assigned the above words along with [Javanese](LanguageTable#cldf:285) _karah_ ‘metal piece by which a blade is affixed to a handle’, [Toba Batak](LanguageTable#cldf:427) _hara_ ‘turtle’ and [Sa'a](LanguageTable#cldf:18945) _kara_ ‘to scrape, to grate’ to &ast;_karaq_ ‘shell’.  However, the [Javanese](LanguageTable#cldf:285) and [Sa’a](LanguageTable#cldf:18945) forms are semantically distant from the others, the [Toba Batak](LanguageTable#cldf:427) form does not appear in [Warneck (1977)](Source#cldf:warneck1977), and of the remaining forms [Tagalog](LanguageTable#cldf:423) _kála_ and [Malay](LanguageTable#cldf:326) _karah_ are phonologically incompatible. This leaves just the [Tagalog](LanguageTable#cldf:423) and [Malagasy](LanguageTable#cldf:18432) forms as potential comparata, and the similarity between them hardly seems to depart from chance.",,*karaq ‘shell’
